Down,ToGo,YardLine,Expected Points
2,9,73,3.541108282
2,10,73,3.320665747
2,11,73,2.307358826
2,12,73,3.289225542
2,13,73,3.378353215
2,14,73,3.459698325
2,15,73,3.363759192
2,16,73,3.312408646
2,17,73,3.334086737
2,18,73,3.557897322
2,19,73,3.454877582
2,20,73,3.218557345
2,21,73,3.161403689
2,22,73,2.710079932
2,23,73,3.281601712
2,25,73,3.458623966
2,26,73,3.407169375
2,27,73,3.621832773
3,1,73,3.599530561
3,2,73,3.270987792
3,3,73,3.256573926
3,4,73,3.076431066
3,5,73,2.873118748
3,6,73,2.921312406
3,7,73,2.925833393
3,8,73,2.814287711
3,9,73,2.815278875
3,10,73,2.574480648
3,11,73,2.735656601
3,12,73,2.437441751
3,13,73,2.627007002
3,14,73,2.751404315
3,15,73,2.681759802
3,16,73,2.78403317
3,17,73,2.643748059
3,18,73,2.596002859
3,19,73,2.55744165
3,20,73,2.545987647
3,21,73,2.532986549
3,22,73,2.283891499
3,25,73,2.335353309
3,26,73,2.287190795
3,27,73,3.034560913
4,1,73,2.003325348
4,2,73,1.915193724
4,3,73,1.913026002
4,4,73,1.898965318
4,5,73,1.846160106
4,6,73,1.853998363
4,7,73,1.981561076
4,8,73,1.896117641
4,9,73,1.93483046
4,10,73,1.93912824
4,11,73,1.90869015
4,12,73,1.935542886
4,13,73,1.889136422
4,14,73,1.903940586
4,15,73,1.875603286
4,16,73,1.862123046
4,17,73,1.863527139
4,18,73,1.915469313
4,19,73,1.767099448
4,20,73,1.910395471
4,21,73,1.89462305
4,22,73,1.933037483
4,26,73,1.740573286
4,27,73,1.859859284
1,5,72,3.981344808
1,10,72,3.792443471
1,15,72,3.60297611
1,16,72,3.873093467
1,20,72,3.444166692
1,24,72,3.707608151
1,25,72,2.998694348
2,1,72,4.05698996
2,2,72,3.835768818
2,3,72,3.809406225
2,4,72,3.743072695
2,5,72,3.666744637
2,6,72,3.610853494
2,7,72,3.544846577
2,8,72,3.495335292
2,9,72,3.573407401
2,10,72,3.313022778
2,11,72,2.824905374
2,12,72,3.402002547
2,13,72,3.413589832
2,14,72,3.26684226
2,15,72,3.222266682
2,16,72,3.38790154
2,17,72,3.276690247
2,18,72,2.955658785
2,19,72,3.390692841
2,20,72,3.064104293
2,21,72,3.473691042
2,22,72,3.4183927
2,23,72,3.427552442
2,24,72,3.349002044
2,25,72,2.632319996
2,28,72,3.262339306
3,1,72,3.531066675
3,2,72,3.318090722
3,3,72,3.261938394
3,4,72,3.068920243
3,5,72,3.086363258
3,6,72,2.955198242
3,7,72,2.884751742
3,8,72,2.697517525
3,9,72,2.823137319
3,10,72,2.594583045
3,11,72,2.741679897
3,12,72,1.642377118
3,13,72,2.324824451
3,14,72,2.539230943
3,15,72,2.743930711
3,16,72,2.595038942
3,17,72,2.399228637
3,18,72,2.365958442
3,19,72,2.624545504
3,20,72,2.67573835
3,21,72,2.625929638
3,22,72,2.45881764
3,23,72,1.972335429
3,28,72,3.064227544
4,1,72,1.921461033
4,2,72,1.881514575
4,3,72,1.809338535
4,4,72,1.820429568
4,5,72,1.846213429
4,6,72,1.828407611
4,7,72,1.822722953
4,8,72,1.860316375
4,9,72,1.833847153
4,10,72,1.748467691
4,11,72,1.796902903
4,12,72,1.917971124
4,13,72,1.793316668
4,14,72,1.738418048
4,15,72,1.781671859
4,16,72,1.822586026
4,17,72,1.782752499
4,18,72,1.835102183
4,19,72,1.77503435
4,20,72,1.757964281
4,21,72,1.776544007
4,22,72,1.812054249
4,23,72,1.88790088
1,5,71,4.209422961
1,10,71,3.756556475
1,15,71,3.69740303
1,17,71,3.712549698
1,20,71,3.571133435
2,1,71,3.978035723
2,2,71,3.846689332
2,3,71,3.783471016
2,4,71,3.750478492
2,5,71,3.583214168
2,6,71,3.593734647
2,7,71,3.53043271
2,8,71,3.464551683
2,9,71,3.55055171
2,10,71,3.240185171
2,11,71,2.615463025
2,12,71,3.487682488
2,13,71,3.414310257
2,14,71,3.541655531
2,15,71,3.306710222
2,16,71,3.045470631
2,17,71,3.166262205
2,18,71,3.146904024
2,19,71,3.451453238
2,20,71,3.226433412
2,21,71,3.438056375
2,22,71,2.925505004
2,23,71,3.14438373
2,24,71,3.353005657
2,25,71,2.883048754
2,26,71,3.365449577
2,28,71,3.2718898
2,29,71,3.273857373
3,1,71,3.556798709
3,2,71,3.325789783
3,3,71,3.070345331
3,4,71,3.019554995
3,5,71,2.842605078
3,6,71,2.880002649
3,7,71,2.756051854
3,8,71,2.808502296
3,9,71,2.727486601
3,10,71,2.545523085
3,11,71,2.721275807
3,12,71,2.209800687
3,13,71,2.583046745
3,14,71,2.600532627
3,15,71,2.424100033
3,16,71,2.549005114
3,17,71,2.483815771
3,18,71,2.604082785
3,19,71,2.553342655
3,20,71,2.599708113
3,21,71,2.614232501
3,22,71,2.310980073
3,23,71,2.132029623
3,24,71,2.493078682
3,25,71,2.378815401
3,28,71,2.320275189
4,1,71,1.861738729
4,2,71,1.762695087
4,3,71,1.756938953
4,4,71,1.715262542
4,5,71,1.700195353
4,6,71,1.706444242
4,7,71,1.69300534
4,8,71,1.713242603
4,9,71,1.733387974
4,10,71,1.719594864
4,11,71,1.682829419
4,12,71,1.704209111
4,13,71,1.757089568
4,14,71,1.737427044
4,15,71,1.735655378
4,16,71,1.791860957
4,17,71,1.765486029
4,18,71,1.735283928
4,19,71,1.674517944
4,20,71,1.681301314
4,21,71,1.673500464
4,22,71,1.677824214
4,24,71,1.795654953
4,25,71,1.863395363
4,26,71,1.711773863
4,27,71,2.216332235
4,28,71,1.696749096
4,29,71,1.702194114
1,2,70,3.231949593
1,5,70,3.643042151
1,6,70,3.490669601
1,7,70,4.211450281
1,10,70,3.727351844
1,11,70,3.824505632
1,15,70,3.494702393
1,17,70,3.78804362
1,19,70,3.797563318
1,20,70,3.732729128
1,25,70,2.912994068
1,30,70,3.767447556
2,1,70,4.030649082
2,2,70,3.857683988
2,3,70,3.712176079
2,4,70,3.625252152
2,5,70,3.491290627
2,6,70,3.524810957
2,7,70,3.590103522
2,8,70,3.466025545
2,9,70,3.365481464
2,10,70,3.238102301
2,11,70,2.82459188
2,12,70,3.035840759
2,13,70,3.242382362
2,14,70,3.390836813
2,15,70,3.098851203
2,16,70,3.237696037
2,17,70,3.135175741
2,18,70,3.412735021
2,19,70,3.32307056
2,20,70,3.13832744
2,21,70,3.269456446
2,22,70,3.254514426
2,24,70,3.347803644
2,25,70,2.486441565
2,27,70,3.226239792
2,30,70,2.829063809
3,1,70,3.480084419
3,2,70,3.266770157
3,3,70,3.089603155
3,4,70,3.006467339
3,5,70,2.870483008
3,6,70,2.81999896
3,7,70,2.780346264
3,8,70,2.749407805
3,9,70,2.580890624
3,10,70,2.592399877
3,11,70,2.65619934
3,12,70,1.982549006
3,13,70,2.433882047
3,14,70,2.618903558
3,15,70,2.406030031
3,16,70,1.902481344
3,17,70,2.547816651
3,18,70,2.590580141
3,19,70,2.603163695
3,20,70,2.519755068
3,21,70,2.238737807
3,22,70,2.447968237
3,23,70,2.279528701
3,24,70,2.455143103
3,25,70,1.843089372
3,28,70,1.771358975
3,29,70,2.438303339
4,1,70,1.878812398
4,2,70,1.702816344
4,3,70,1.669695654
4,4,70,1.78332431
4,5,70,1.658003476
4,6,70,1.657036461
4,7,70,1.622762945
4,8,70,1.641045855
4,9,70,1.655406069
4,10,70,1.628603706
4,11,70,1.61473074
4,12,70,1.669170768
4,13,70,1.603513192
4,14,70,1.602565992
4,15,70,1.585405754
4,16,70,1.644751713
4,17,70,1.613993766
4,18,70,1.687895474
4,19,70,1.577499466
4,20,70,1.625620078
4,21,70,1.573180004
4,22,70,1.619994005
4,23,70,1.543984543
4,24,70,1.48169478
4,25,70,1.577861203
4,26,70,1.787025403
4,29,70,1.566591547
1,5,69,3.527939153
1,10,69,3.69220783
1,15,69,3.511675307
1,16,69,3.848510826
1,17,69,3.808093955
1,20,69,3.48528199
1,25,69,3.656571023
2,1,69,3.991360253
2,2,69,3.733961244
2,3,69,3.486471806
2,4,69,3.64721375
2,5,69,3.487724662
2,6,69,3.476140389
2,7,69,3.370066951
2,8,69,3.433663293
2,9,69,3.418332735
2,10,69,3.190189726
2,11,69,2.789594455
2,12,69,3.290728416
2,13,69,3.37719972
2,14,69,3.435257381
2,15,69,3.164745639
2,16,69,3.318100468
2,17,69,2.992755414
2,18,69,3.082205527
2,19,69,3.364620321
2,20,69,3.023663929
2,21,69,3.059142568
2,22,69,2.725076115
2,24,69,3.247583028
2,25,69,3.248555179
2,29,69,3.044122825
2,30,69,3.156630307
3,1,69,3.501923287
3,2,69,3.156784417
3,3,69,2.978253026
3,4,69,2.939547088
3,5,69,2.8863873
3,6,69,2.80066533
3,7,69,2.681049939
3,8,69,2.701149843
3,9,69,2.568376608
3,10,69,2.468891154
3,11,69,2.383460203
3,12,69,2.42816608
3,13,69,2.217832725
3,14,69,2.492282366
3,15,69,2.520261646
3,16,69,2.432808925
3,17,69,2.37521526
3,18,69,2.316757544
3,19,69,2.257318337
3,20,69,2.266365671
3,21,69,2.369888573
3,23,69,2.245675789
3,24,69,2.206373684
3,25,69,2.363648375
3,29,69,2.283658515
4,1,69,1.783965159
4,2,69,1.577556344
4,3,69,1.619085598
4,4,69,1.604883891
4,5,69,1.496596986
4,6,69,1.557852244
4,7,69,1.570996012
4,8,69,1.555904849
4,9,69,1.562626308
4,10,69,1.535839324
4,11,69,1.529670451
4,12,69,1.519677479
4,13,69,1.489078198
4,14,69,1.511625364
4,15,69,1.494432119
4,16,69,1.528908758
4,17,69,1.480025925
4,18,69,1.639212898
4,19,69,1.541766694
4,20,69,1.5737183
4,21,69,1.464916002
4,22,69,1.574607774
4,24,69,1.593951194
4,25,69,1.526571293
4,29,69,1.529668444
1,5,68,3.92700016
1,10,68,3.641137272
1,14,68,3.65564068
1,15,68,3.581109055
1,19,68,3.686832497
1,20,68,3.466655665
1,25,68,3.472692941
2,1,68,3.875882048
2,2,68,3.757207439
2,3,68,3.42196999
2,4,68,3.504466362
2,5,68,3.476979784
2,6,68,3.447236543
2,7,68,3.37592916
2,8,68,3.378716486
2,9,68,3.349047424
2,10,68,3.143261809
2,11,68,2.141864355
2,12,68,2.957382294
2,13,68,3.320591083
2,14,68,3.238229453
2,15,68,3.140639144
2,16,68,2.983886689
2,17,68,3.22014301
2,18,68,2.894000811
2,19,68,3.041857214
2,20,68,2.915774063
2,22,68,3.176264443
2,23,68,3.243998671
2,24,68,2.970926239
2,25,68,3.104942484
3,1,68,3.466984359
3,2,68,3.237134527
3,3,68,2.912881735
3,4,68,2.774283724
3,5,68,2.851098123
3,6,68,2.622878183
3,7,68,2.565991685
3,8,68,2.689195588
3,9,68,2.592029706
3,10,68,2.364311591
3,11,68,2.286944525
3,12,68,2.085250128
3,13,68,2.46003854
3,14,68,2.549997171
3,15,68,2.420652811
3,16,68,2.452984413
3,17,68,2.427007363
3,18,68,2.399744524
3,19,68,2.376715103
3,20,68,2.091836708
3,21,68,2.273761513
3,22,68,2.277248146
3,23,68,1.843399849
3,24,68,1.783821127
3,25,68,2.331743148
3,26,68,2.316129105
3,28,68,1.916974562
4,1,68,1.704007572
4,2,68,1.50546662
4,3,68,1.492344702
4,4,68,1.479660237
4,5,68,1.434145605
4,6,68,1.417870274
4,7,68,1.436880431
4,8,68,1.439354229
4,9,68,1.448045133
4,10,68,1.469837643
4,11,68,1.372111239
4,12,68,1.496920728
4,13,68,1.451825042
4,14,68,1.390490113
4,15,68,1.580464588
4,16,68,1.40488007
4,17,68,1.343276422
4,18,68,1.367201275
4,19,68,1.487013326
4,21,68,1.362573333
4,22,68,1.417480747
4,24,68,1.599464192
4,26,68,1.429313049
4,31,68,1.414759208
1,1,67,4.15920405
1,5,67,3.940083763
1,10,67,3.577919787
1,13,67,3.845375808
1,15,67,3.583045362
1,19,67,3.640290575
1,20,67,3.370981616
1,21,67,3.63944726
1,25,67,3.558809534
1,33,67,3.167006725
2,1,67,3.893721114
2,2,67,3.730862802
2,3,67,3.651244822
2,4,67,3.486480703
2,5,67,3.456807727
2,6,67,3.472241388
2,7,67,3.37698915
2,8,67,3.353162739
2,9,67,3.250946754
2,10,67,3.08607358
2,11,67,2.420538055
2,12,67,3.234874171
2,13,67,3.205954684
2,14,67,3.022868759
2,15,67,3.095224277
2,16,67,3.159616353
2,17,67,3.140806724
2,18,67,3.073267103
2,19,67,2.768118171
2,20,67,2.815325585
2,21,67,3.233369144
2,22,67,3.076192579
2,23,67,3.179135364
2,25,67,3.180032398
2,26,67,3.121741623
3,1,67,3.373050083
3,2,67,3.168257485
3,3,67,3.018960778
3,4,67,2.873191054
3,5,67,2.736596864
3,6,67,2.683111133
3,7,67,2.592165334
3,8,67,2.566526191
3,9,67,2.466192651
3,10,67,2.409112568
3,11,67,2.302124804
3,12,67,1.514705535
3,13,67,2.333491634
3,14,67,2.087946066
3,15,67,2.333467189
3,16,67,2.394987544
3,17,67,2.251142398
3,18,67,2.167495914
3,19,67,2.161620108
3,20,67,2.172991054
3,21,67,2.393617915
3,22,67,2.333402418
3,23,67,2.326870922
3,25,67,1.990818601
3,27,67,2.164178976
3,33,67,3.203529691
4,1,67,1.681562691
4,2,67,1.441728583
4,3,67,1.33302884
4,4,67,1.402914048
4,5,67,1.344816305
4,6,67,1.298771408
4,7,67,1.36786663
4,8,67,1.262098442
4,9,67,1.354925679
4,10,67,1.352333068
4,11,67,1.335870949
4,12,67,1.414455971
4,13,67,1.128099361
4,14,67,1.28327904
4,15,67,1.313972534
4,16,67,1.217291608
4,17,67,1.278247872
4,18,67,1.51504712
4,19,67,1.33437521
4,20,67,1.412284361
4,22,67,1.468950233
4,23,67,1.25118791
4,26,67,1.203910142
4,27,67,1.304747554
4,28,67,1.476256659
4,33,67,1.3558896
1,1,66,4.678194006
1,5,66,3.88294747
1,10,66,3.549786623
1,15,66,3.561510955
1,16,66,3.714711274
1,17,66,3.687703307
1,18,66,3.648332536
1,19,66,3.457621912
1,20,66,3.35746211
1,21,66,3.56495095
1,25,66,3.507926578
1,30,66,3.126699096
2,1,66,3.794330136
2,2,66,3.676238255
2,3,66,3.594904729
2,4,66,3.552467135
2,5,66,3.432816024
2,6,66,3.430596199
2,7,66,3.283064962
2,8,66,3.273518708
2,9,66,3.244361102
2,10,66,3.032706994
2,11,66,2.196192303
2,12,66,2.768996703
2,13,66,2.998383968
2,14,66,3.192048541
2,15,66,3.1895659
2,16,66,3.010043916
2,17,66,3.234853337
2,18,66,3.221381557
2,19,66,2.948200452
2,20,66,3.069189918
2,21,66,3.151879707
2,22,66,2.656657393
2,23,66,3.143389777
2,24,66,3.140726769
2,25,66,1.977895599
2,27,66,3.084887958
2,30,66,3.004863804
3,1,66,3.406987231
3,2,66,3.153828402
3,3,66,2.877215655
3,4,66,2.771589555
3,5,66,2.714392804
3,6,66,2.664298066
3,7,66,2.618758216
3,8,66,2.563681906
3,9,66,2.490048663
3,10,66,2.346178616
3,11,66,2.282877067
3,12,66,2.048803183
3,13,66,2.33424453
3,14,66,2.354550645
3,15,66,2.363342517
3,16,66,2.170977786
3,17,66,2.24000906
3,18,66,2.300900112
3,19,66,2.233902095
3,20,66,2.23043853
3,21,66,2.011402034
3,22,66,1.999716331
3,23,66,2.299843429
3,24,66,2.28254994
3,25,66,1.754599762
3,26,66,2.249327226
3,28,66,2.217056819
3,34,66,3.183978887
4,1,66,1.633328231
4,2,66,1.431895934
4,3,66,1.247384432
4,4,66,1.297102489
4,5,66,1.296855519
4,6,66,1.214540737
4,7,66,1.232988982
4,8,66,1.249662863
4,9,66,1.252362972
4,10,66,1.162547711
4,11,66,1.204309815
4,12,66,1.217507065
4,13,66,1.186064484
4,14,66,1.22470671
4,15,66,1.300896542
4,16,66,1.124915008
4,17,66,1.216253575
4,18,66,1.275345198
4,19,66,1.065472217
4,20,66,1.135210455
4,21,66,1.126509371
4,22,66,1.415683408
4,23,66,1.047720106
4,24,66,1.04756539
4,25,66,1.080499964
4,28,66,1.047011306
4,30,66,1.050314703
1,5,65,3.418394581
1,10,65,3.521380959
1,15,65,3.465033983
1,20,65,3.393316893
1,21,65,3.210549275
1,27,65,3.381718494
1,30,65,2.322600804
2,1,65,3.722551135
2,2,65,3.462374493
2,3,65,3.414285012
2,4,65,3.485370353
2,5,65,3.290187802
2,6,65,3.333660199
2,7,65,3.303423379
2,8,65,3.257212919
2,9,65,3.230484897
2,10,65,3.032015517
2,11,65,2.541910176
2,12,65,2.37096192
2,13,65,2.999254902
2,14,65,2.919203507
2,15,65,2.771939206
2,16,65,3.005136481
2,17,65,3.122207214
2,18,65,2.866946956
2,19,65,2.889369131
2,20,65,2.892778527
2,21,65,2.654195961
2,24,65,2.844662119
2,25,65,3.033060083
2,26,65,2.136462498
2,27,65,2.969516171
2,30,65,2.053979478
2,35,65,3.653517851
3,1,65,3.367661739
3,2,65,2.962435982
3,3,65,2.90790407
3,4,65,2.635740667
3,5,65,2.714706654
3,6,65,2.512600473
3,7,65,2.53255447
3,8,65,2.463508006
3,9,65,2.354942069
3,10,65,2.324074725
3,11,65,2.211253415
3,12,65,2.055392923
3,13,65,1.844458809
3,14,65,2.263715673
3,15,65,1.857102529
3,16,65,2.154828195
3,17,65,2.324121945
3,18,65,2.310705605
3,19,65,2.055295659
3,20,65,2.111078203
3,21,65,2.252815205
3,22,65,2.142416953
3,24,65,1.938470732
3,25,65,1.686580435
3,26,65,2.179573692
3,29,65,2.122515832
4,1,65,1.550307349
4,2,65,1.335008913
4,3,65,1.220677758
4,4,65,1.20126832
4,5,65,1.168190636
4,6,65,1.158256918
4,7,65,1.061857888
4,8,65,1.110719416
4,9,65,1.093630304
4,10,65,1.167228806
4,11,65,1.087938359
4,12,65,1.047491073
4,13,65,1.126770856
4,14,65,1.087491001
4,15,65,1.226607837
4,16,65,1.024641648
4,17,65,1.170659193
4,18,65,1.047854796
4,19,65,1.254985857
4,20,65,1.17349996
4,21,65,1.333212281
4,22,65,1.035570445
4,23,65,1.168492176
4,24,65,0.878007454
4,25,65,1.246721535
4,29,65,0.886836015
1,5,64,3.762063297
1,10,64,3.450472805
1,14,64,3.62997893
1,15,64,3.428857257
1,17,64,3.594806933
1,18,64,3.561732332
1,20,64,3.271708488
1,25,64,2.863597212
1,30,64,3.255640691
2,1,64,3.697623616
2,2,64,3.578525573
2,3,64,3.42603474
2,4,64,3.309780467
2,5,64,3.308355308
2,6,64,3.204855327
2,7,64,3.220012712
2,8,64,3.151519943
2,9,64,3.095499584
2,10,64,2.958158987
2,11,64,2.759330381
2,12,64,2.82596929
2,13,64,3.084782045
2,14,64,3.070895674
2,15,64,2.823170131
2,16,64,2.602611279
2,17,64,2.915740999
2,18,64,2.954858877
2,19,64,2.779776016
2,20,64,2.686018489
2,21,64,2.780977065
2,23,64,2.752392314
2,26,64,3.003068498
2,27,64,2.983382921
2,31,64,2.761320165
2,33,64,2.914861046
3,1,64,3.335322386
3,2,64,2.968552974
3,3,64,2.783902456
3,4,64,2.646301734
3,5,64,2.622070965
3,6,64,2.552941813
3,7,64,2.516860127
3,8,64,2.412646719
3,9,64,2.353576708
3,10,64,2.34157759
3,11,64,2.329336068
3,12,64,1.831246681
3,13,64,1.742013606
3,14,64,2.317819732
3,15,64,2.240134581
3,16,64,1.930559635
3,17,64,1.975895981
3,18,64,2.111464988
3,19,64,2.040041349
3,20,64,1.97896434
3,21,64,2.046520558
3,22,64,2.088480451
3,23,64,1.886053861
3,24,64,1.82724326
3,25,64,2.018410004
3,26,64,2.122802802
3,27,64,2.098137951
3,30,64,2.062431585
3,31,64,1.926445662
4,1,64,1.5134791
4,2,64,1.2597054
4,3,64,1.129249422
4,4,64,1.35088749
4,5,64,1.214932708
4,6,64,1.011214008
4,7,64,1.137064108
4,8,64,1.03477328
4,9,64,1.060470791
4,10,64,1.099377554
4,11,64,1.011330243
4,12,64,0.857603761
4,13,64,1.042404968
4,14,64,1.114621947
4,15,64,1.154785258
4,16,64,1.030927104
4,17,64,1.158575869
4,18,64,1.152847486
4,19,64,1.253253967
4,20,64,0.944946275
4,21,64,1.133618227
4,23,64,1.174280991
4,24,64,1.275278901
4,25,64,1.214519549
4,27,64,0.708691324
1,5,63,3.644429897
1,10,63,3.409861495
1,15,63,3.09526637
1,17,63,3.543470233
1,19,63,3.478969589
1,20,63,3.223869844
1,25,63,3.349685655
2,1,63,3.66272434
2,2,63,3.428125277
2,3,63,3.431503398
2,4,63,3.284750649
2,5,63,3.181011182
2,6,63,3.231889324
2,7,63,3.197500611
2,8,63,3.084432253
2,9,63,3.059898544
2,10,63,2.893396716
2,11,63,2.126307773
2,12,63,3.035872298
2,13,63,2.917614404
2,14,63,3.060871146
2,15,63,2.916168158
2,16,63,2.828848846
2,17,63,2.927168576
2,18,63,2.616552663
2,19,63,2.737651526
2,20,63,2.661676949
2,21,63,2.642473472
2,22,63,2.538202661
2,23,63,2.72250647
2,27,63,2.924212799
2,30,63,2.853826928
3,1,63,3.162268163
3,2,63,2.867480572
3,3,63,2.635054572
3,4,63,2.67690438
3,5,63,2.586381737
3,6,63,2.40518931
3,7,63,2.369569345
3,8,63,2.388132899
3,9,63,2.334088125
3,10,63,2.099973143
3,11,63,2.22160356
3,12,63,2.374325287
3,13,63,1.963134999
3,14,63,1.916967364
3,15,63,2.162294966
3,16,63,2.251474287
3,17,63,2.023906676
3,18,63,2.015131676
3,19,63,2.078450084
3,20,63,1.962346614
3,21,63,1.951489274
3,22,63,2.057156367
3,25,63,1.715474449
3,26,63,1.935282164
3,28,63,1.756627416
3,32,63,1.708917998
4,1,63,1.492615391
4,2,63,1.23239098
4,3,63,1.201089438
4,4,63,1.183189524
4,5,63,1.136286616
4,6,63,0.99459662
4,7,63,1.050600492
4,8,63,1.032520982
4,9,63,1.040489323
4,10,63,1.112580848
4,11,63,0.910709173
4,12,63,0.935102962
4,13,63,1.031334667
4,14,63,0.840404473
4,15,63,1.052574892
4,16,63,1.200191329
4,17,63,1.13436868
4,18,63,0.93038703
4,19,63,0.48534642
4,20,63,0.843356364
4,21,63,0.977104607
4,22,63,0.856821451
4,23,63,0.807972074
4,24,63,0.927409379
4,25,63,0.77509394
4,28,63,1.010332261
4,32,63,1.230687347
1,5,62,3.630707688
1,10,62,3.381306789
1,15,62,3.335213366
1,17,62,3.454651819
1,18,62,2.529036755
1,20,62,3.213324634
1,25,62,2.791763423
1,30,62,2.190188676
2,1,62,3.640833134
2,2,62,3.514703638
2,3,62,3.373745007
2,4,62,3.241723058
2,5,62,3.181776823
2,6,62,3.114475829
2,7,62,3.063986169
2,8,62,3.150358355
2,9,62,3.068154119
2,10,62,2.835681642
2,11,62,2.1783824
2,12,62,2.978063056
2,13,62,2.993233034
2,14,62,2.94722367
2,15,62,2.74891067
2,16,62,2.726647411
2,17,62,2.827040595
2,18,62,2.640154655
2,19,62,2.988146402
2,20,62,2.742677227
2,21,62,2.663951894
2,22,62,2.940003364
2,23,62,2.914877268
2,24,62,2.509738345
2,25,62,2.148421401
2,26,62,2.874834483
2,30,62,1.928545386
2,31,62,2.810204235
2,32,62,2.807055005
3,1,62,3.221811235
3,2,62,2.858729759
3,3,62,2.720397087
3,4,62,2.64888465
3,5,62,2.466808304
3,6,62,2.472358422
3,7,62,2.372764668
3,8,62,2.388996723
3,9,62,2.270348773
3,10,62,2.1295869
3,11,62,2.184841686
3,12,62,1.662402011
3,13,62,2.084220015
3,14,62,2.320439175
3,15,62,2.061584296
3,16,62,1.945392069
3,17,62,1.989489021
3,18,62,2.027199045
3,19,62,1.975693754
3,20,62,2.00450739
3,21,62,2.084533726
3,22,62,1.77260343
3,23,62,2.004152
3,24,62,1.744626751
3,25,62,1.733008933
3,26,62,1.988714491
3,28,62,1.851825015
3,30,62,1.566452914
4,1,62,1.426199672
4,2,62,1.20336607
4,3,62,1.16266897
4,4,62,1.191153905
4,5,62,1.058405893
4,6,62,1.036999771
4,7,62,1.074069541
4,8,62,1.054367862
4,9,62,0.951461731
4,10,62,1.071107162
4,11,62,0.954808246
4,12,62,1.013488411
4,13,62,1.114083967
4,14,62,0.986945938
4,15,62,0.651465282
4,16,62,0.821124366
4,17,62,0.944136455
4,18,62,1.072214579
4,19,62,1.106931671
4,20,62,1.072591148
4,21,62,0.695395728
4,22,62,1.050287939
4,25,62,1.106999361
1,5,61,3.664935297
1,7,61,2.631825014
1,8,61,3.788827887
1,9,61,2.694154198
1,10,61,3.28603223
1,15,61,3.140872949
1,19,61,3.353460171
1,20,61,3.174274846
1,25,61,3.202961421
2,1,61,3.577733541
2,2,61,3.487372322
2,3,61,3.232838411
2,4,61,3.187437374
2,5,61,3.128794727
2,6,61,3.150079036
2,7,61,3.097133253
2,8,61,3.026575209
2,9,61,2.962396281
2,10,61,2.812554677
2,11,61,2.561797693
2,12,61,2.977372241
2,13,61,2.859242325
2,14,61,2.869876325
2,15,61,2.718485903
2,16,61,2.6720155
2,17,61,2.595871146
2,18,61,2.84285592
2,19,61,2.75397453
2,20,61,2.73992678
2,21,61,2.897549839
2,22,61,2.822522975
2,23,61,2.339972353
2,25,61,2.839350083
2,29,61,2.782076803
3,1,61,3.137943511
3,2,61,2.807819287
3,3,61,2.599376734
3,4,61,2.498961526
3,5,61,2.505124687
3,6,61,2.294824382
3,7,61,2.299285997
3,8,61,2.322009615
3,9,61,2.217838118
3,10,61,2.110610999
3,11,61,2.020228798
3,12,61,1.650405069
3,13,61,2.110545309
3,14,61,2.218935864
3,15,61,1.97575057
3,16,61,1.877675218
3,17,61,1.952388922
3,18,61,1.973845974
3,19,61,1.917332777
3,20,61,1.952521728
3,21,61,1.795020729
3,22,61,1.770351556
3,23,61,1.705065548
3,24,61,1.843247558
3,26,61,1.690152999
3,29,61,1.874064665
3,30,61,1.549637305
3,31,61,1.830169569
4,1,61,1.530703631
4,2,61,1.216277669
4,3,61,1.149808439
4,4,61,1.096466256
4,5,61,1.055507808
4,6,61,1.03942819
4,7,61,0.893835947
4,8,61,1.048779665
4,9,61,1.028038454
4,10,61,0.909419769
4,11,61,0.936836277
4,12,61,0.871768753
4,13,61,1.018728644
4,14,61,1.033194927
4,15,61,0.944711408
4,16,61,0.904123756
4,17,61,0.857635292
4,18,61,0.660027769
4,19,61,1.009070315
4,20,61,0.884889234
4,21,61,0.701031293
4,22,61,1.012727238
4,23,61,0.987871054
4,26,61,0.921555741
4,28,61,0.125066953
4,30,61,0.888912763
4,37,61,0.96593339
1,5,60,3.515928786
1,10,60,3.266093382
1,15,60,2.927723755
1,16,60,3.39540778
1,17,60,2.158480519
1,18,60,3.025514386
1,19,60,2.914816141
1,20,60,3.065461824
1,25,60,3.138811197
1,30,60,3.049421004
2,1,60,3.481295773
2,2,60,3.251690946
2,3,60,3.210853291
2,4,60,3.259556612
2,5,60,3.086861512
2,6,60,3.001195823
2,7,60,2.963808199
2,8,60,2.953714965
2,9,60,2.942600196
2,10,60,2.738410551
2,11,60,2.211458403
2,12,60,2.765726244
2,13,60,2.86027994
2,14,60,2.785615482
2,15,60,2.434346442
2,16,60,2.484898194
2,17,60,2.72442261
2,18,60,2.785018046
2,19,60,2.638331266
2,20,60,2.611725345
2,21,60,2.604094982
2,22,60,2.650809372
2,23,60,2.773563154
2,24,60,2.713839002
2,25,60,2.740370959
2,27,60,1.800294495
2,30,60,2.367374703
2,34,60,1.878052665
3,1,60,3.132697865
3,2,60,2.852802884
3,3,60,2.634674358
3,4,60,2.476324221
3,5,60,2.347419649
3,6,60,2.315614818
3,7,60,2.254989496
3,8,60,2.211584456
3,9,60,2.138780123
3,10,60,2.0280476
3,11,60,1.816806193
3,12,60,1.841366213
3,13,60,1.75696524
3,14,60,2.068609101
3,15,60,1.847432235
3,16,60,1.871127496
3,17,60,2.104266058
3,18,60,1.736651583
