Down,ToGo,YardLine,Expected Points
2,28,11,-1.561770354
2,29,11,-1.198851698
2,30,11,0.065115051
3,1,11,-0.295771722
3,2,11,-0.615363691
3,3,11,-0.959928983
3,4,11,-1.199894525
3,5,11,-1.038578112
3,6,11,-1.145386038
3,7,11,-1.538541895
3,8,11,-1.484458492
3,9,11,-1.509001174
3,10,11,-1.654733278
3,11,11,-1.546934755
3,12,11,-1.483902921
3,13,11,-1.940359485
3,14,11,-1.880545941
3,15,11,-1.928756568
3,16,11,-1.763132005
3,17,11,-2.105439658
3,18,11,-2.139071679
3,19,11,-2.002889569
3,20,11,-1.681016195
3,21,11,-1.855000844
3,22,11,-1.889744064
3,23,11,-2.495980163
3,24,11,-2.027173525
3,25,11,-2.500198514
3,26,11,-1.888442045
3,29,11,-2.310459287
3,30,11,-0.187755292
3,31,11,-1.105253167
3,42,11,-2.8411641
4,1,11,-1.386529048
4,2,11,-1.553439454
4,3,11,-2.108038337
4,4,11,-2.240959999
4,5,11,-2.288698475
4,6,11,-2.618186974
4,7,11,-2.319726194
4,8,11,-2.201387097
4,9,11,-2.445671088
4,10,11,-2.273102901
4,11,11,-2.429132532
4,12,11,-2.091570258
4,13,11,-0.754501037
4,14,11,-2.24387069
4,15,11,-2.495986528
4,16,11,-2.894868971
4,17,11,-2.377399998
4,18,11,-2.903944548
4,19,11,-2.706175572
4,20,11,-2.656739223
4,21,11,-3.301159089
4,22,11,-2.534579347
4,23,11,-3.283019002
4,24,11,-2.382146294
4,26,11,-2.984570958
4,30,11,-3.248813246
4,31,11,-3.256113156
4,42,11,-3.507605832
1,5,10,-0.042037112
1,8,10,-0.251326073
1,9,10,-0.343364348
1,10,10,-0.330603466
1,14,10,-0.463191035
1,15,10,-0.429900045
1,16,10,-0.711878667
1,18,10,0.258954627
1,19,10,-0.594462416
1,20,10,-0.615380706
1,25,10,-0.648486049
2,1,10,0.090783859
2,2,10,-0.156901181
2,3,10,-0.57526289
2,4,10,-0.440850288
2,5,10,-0.493077321
2,6,10,-0.702682671
2,7,10,-0.770591512
2,8,10,-0.9194271
2,9,10,-0.929018183
2,10,10,-0.962124916
2,11,10,-0.943842186
2,12,10,-1.13264542
2,13,10,-0.81258544
2,14,10,-1.005158422
2,15,10,-1.155595424
2,16,10,-1.136812277
2,17,10,-0.795905106
2,18,10,-1.200022768
2,19,10,-1.240143959
2,20,10,-1.266493415
2,21,10,-1.085715757
2,22,10,-1.637011292
2,23,10,-1.582804179
2,24,10,-1.670119103
2,25,10,-1.408931482
2,27,10,-1.557423745
2,30,10,-1.887423627
2,32,10,-0.875802078
2,33,10,-1.376756598
3,1,10,-0.219935298
3,2,10,-0.765494131
3,3,10,-1.047607363
3,4,10,-1.19888952
3,5,10,-1.43518925
3,6,10,-1.418334139
3,7,10,-1.543961692
3,8,10,-1.542997456
3,9,10,-1.666323085
3,10,10,-1.673876624
3,11,10,-1.687184139
3,12,10,-1.494311893
3,13,10,-2.050547578
3,14,10,-1.695804367
3,15,10,-1.647252365
3,16,10,-1.629661254
3,17,10,-1.283958531
3,18,10,-1.773994811
3,19,10,-1.114091768
3,20,10,-1.955215842
3,21,10,-1.499712866
3,22,10,-1.79366648
3,23,10,-2.33474879
3,24,10,-2.519730274
3,25,10,-2.242978008
3,28,10,-1.359389904
3,30,10,-1.958016903
4,1,10,-1.631640471
4,2,10,-1.478057678
4,3,10,-2.099274127
4,4,10,-1.961031951
4,5,10,-2.501430746
4,6,10,-2.088394663
4,7,10,-2.488974567
4,8,10,-2.546575171
4,9,10,-2.48426825
4,10,10,-2.505086152
4,11,10,-2.181135742
4,12,10,-2.297522039
4,13,10,-2.733864526
4,14,10,-2.701687501
4,15,10,-2.750316747
4,16,10,-2.219969913
4,17,10,-3.135545948
4,18,10,-3.113293897
4,19,10,-1.860999192
4,20,10,-2.585605417
4,21,10,-2.587557278
4,22,10,-3.188227598
4,23,10,-2.880518184
4,24,10,-2.592044442
4,25,10,-3.317652805
4,26,10,-3.265434144
1,5,9,-0.109833442
1,10,9,-0.394862195
1,14,9,-0.649288116
1,15,9,-0.625669369
1,17,9,-0.677177891
1,18,9,-0.622981444
1,19,9,-0.583675056
1,20,9,-0.68134596
1,26,9,-1.160296044
1,27,9,-0.601979211
1,29,9,-1.015970038
2,2,9,-0.199514344
2,3,9,-0.487061181
2,4,9,-0.647073017
2,5,9,-0.643858529
2,6,9,-0.932583162
2,7,9,-0.833478937
2,8,9,-1.012909888
2,9,9,-1.041086764
2,10,9,-1.088242907
2,11,9,-1.099901592
2,12,9,-1.066420154
2,13,9,-1.250115937
2,14,9,-0.902436112
2,15,9,-1.422763499
2,16,9,-1.051855237
2,17,9,-1.31433541
2,18,9,-1.145376639
2,19,9,-0.998485047
2,20,9,-1.325990176
2,21,9,-1.175908377
2,22,9,-1.208695331
2,23,9,-1.644290061
2,24,9,-1.584914049
2,25,9,-1.048984155
2,26,9,-1.39779893
2,27,9,-1.618219946
2,28,9,-1.412929361
2,29,9,-0.655496767
2,30,9,-1.224681334
2,34,9,-1.800542743
3,2,9,-0.948729791
3,3,9,-0.884914173
3,4,9,-1.401636031
3,5,9,-1.338659528
3,6,9,-1.614126419
3,7,9,-1.591438731
3,8,9,-1.891905287
3,9,9,-1.944716668
3,10,9,-1.869885866
3,11,9,-2.021326857
3,12,9,-1.700514051
3,13,9,-2.064422859
3,14,9,-1.972931673
3,15,9,-1.992787954
3,16,9,-1.440998591
3,17,9,-2.073392943
3,18,9,-2.554071038
3,19,9,-1.252262482
3,20,9,-2.184364224
3,21,9,-1.785135391
3,22,9,-1.878146276
3,23,9,-2.634648767
3,24,9,-2.747357936
3,25,9,-2.15882931
3,26,9,-2.658304846
3,27,9,-2.498979882
3,28,9,-2.198522296
3,29,9,-2.740447003
3,30,9,-1.938868373
4,2,9,-2.318606934
4,3,9,-1.599980169
4,4,9,-2.391810201
4,5,9,-2.282976856
4,6,9,-2.769470001
4,7,9,-2.260537017
4,8,9,-2.525050156
4,9,9,-2.941602537
4,10,9,-2.844153094
4,11,9,-2.668881294
4,12,9,-2.838924608
4,13,9,-2.733422526
4,14,9,-2.11184868
4,15,9,-2.174918597
4,16,9,-2.392604453
4,17,9,-3.043752093
4,18,9,-3.187512148
4,19,9,-1.92650845
4,20,9,-1.536744353
4,21,9,-2.251339719
4,22,9,-3.466489889
4,23,9,-2.851872394
4,24,9,-3.037324069
4,25,9,-2.784286172
4,26,9,-3.011952714
4,27,9,-2.749501491
4,28,9,-3.04254004
4,29,9,-3.094421781
4,34,9,-0.466629784
4,35,9,-3.51310973
4,36,9,-3.126892328
4,39,9,-1.933488093
1,5,8,-0.063032802
1,8,8,-0.737293436
1,10,8,-0.482367572
1,13,8,0.001973564
1,15,8,-0.690364049
1,16,8,-0.630433299
1,17,8,-0.749864867
1,18,8,-0.852314213
1,19,8,-0.869039197
1,20,8,-0.597359224
1,22,8,-0.755127183
1,25,8,-0.788998938
1,27,8,-0.853701092
1,28,8,-1.208117909
1,29,8,-0.931777633
2,3,8,-0.351611834
2,4,8,-0.625213149
2,5,8,-0.847152442
2,6,8,-0.832170406
2,7,8,-1.026477577
2,8,8,-1.107552222
2,9,8,-1.08024006
2,10,8,-1.05009604
2,11,8,-1.115837883
2,12,8,-1.179279676
2,13,8,-1.295650501
2,14,8,-1.17225815
2,15,8,-1.309093926
2,16,8,-1.460682246
2,17,8,-1.197840031
2,18,8,-1.394280701
2,19,8,-1.28400119
2,20,8,-1.381456511
2,21,8,-1.338703214
2,22,8,-1.510805433
2,23,8,-1.396525601
2,24,8,0.027380372
2,26,8,-1.308390905
2,27,8,-1.051747582
2,28,8,-1.120923641
2,35,8,-1.702852875
3,3,8,-1.228983374
3,4,8,-1.139875196
3,5,8,-1.723847013
3,6,8,-1.495204638
3,7,8,-1.706502682
3,8,8,-1.866077216
3,9,8,-1.678215742
3,10,8,-1.772270528
3,11,8,-1.719799865
3,12,8,-1.796428146
3,13,8,-2.079814085
3,14,8,-1.929129265
3,15,8,-1.153144304
3,16,8,-2.504707874
3,17,8,-1.80851868
3,18,8,-2.179862183
3,19,8,-1.89379584
3,20,8,-1.788026494
3,22,8,-2.013606346
3,23,8,-1.153406381
3,25,8,-2.776306862
3,26,8,-2.623497151
3,28,8,-2.498551665
4,3,8,-2.7269507
4,4,8,-2.279005257
4,5,8,-2.214975727
4,6,8,-2.866558778
4,7,8,-2.735694236
4,8,8,-2.596909098
4,9,8,-2.399505076
4,10,8,-2.651571351
4,11,8,-2.406319735
4,12,8,-2.99908888
4,13,8,-2.812995922
4,14,8,-3.051762437
4,15,8,-2.615230252
4,16,8,-3.105665329
4,17,8,-3.129905605
4,18,8,-3.363214108
4,19,8,-1.840717738
4,20,8,-3.292556502
4,21,8,-2.328279277
4,22,8,-3.150363225
4,24,8,-3.497667042
4,25,8,-2.328255747
4,26,8,-2.335050161
4,27,8,-2.658682119
4,28,8,-3.502404379
4,32,8,-3.488488108
4,37,8,-3.397046034
1,5,7,-0.296321094
1,10,7,-0.538026131
1,13,7,-0.779607757
1,14,7,-0.81778667
1,15,7,-0.94671615
1,16,7,-0.683311922
1,17,7,-0.878881489
1,18,7,-0.873395904
1,20,7,-1.000566049
1,21,7,-1.132054341
1,25,7,-1.248793013
2,4,7,-0.657092358
2,5,7,-0.943362411
2,6,7,-0.856145422
2,7,7,-1.023019398
2,8,7,-1.065986632
2,9,7,-1.137059244
2,10,7,-1.205946615
2,11,7,-1.263423063
2,12,7,-1.140666218
2,13,7,-1.495603508
2,14,7,-1.440996755
2,15,7,-1.471649327
2,16,7,-1.181568064
2,17,7,-1.709415806
2,18,7,-1.47788265
2,20,7,-1.17779425
2,21,7,-0.62477488
2,22,7,-1.271036883
2,23,7,-1.726499536
2,25,7,-1.684761638
2,26,7,-1.679311064
2,32,7,-1.948103699
3,4,7,-1.31596872
3,5,7,-1.414571828
3,6,7,-1.373022045
3,7,7,-1.774181907
3,8,7,-1.823293478
3,9,7,-2.060313361
3,10,7,-1.745523741
3,11,7,-2.018476388
3,12,7,-1.591205168
3,13,7,-1.922400042
3,14,7,-1.62622735
3,15,7,-2.405450384
3,16,7,-2.569089088
3,17,7,-2.232986225
3,18,7,-2.358117089
3,19,7,-2.273957994
3,20,7,-1.832534743
3,21,7,-2.808347014
3,22,7,-1.437140873
3,23,7,-2.372617112
3,26,7,-2.122761936
3,27,7,-2.866839222
3,28,7,-0.85061144
3,32,7,-2.120697539
3,34,7,-0.861549308
4,4,7,-2.401249735
4,5,7,-2.390989724
4,6,7,-2.164285573
4,7,7,-2.520567626
4,8,7,-2.878532283
4,9,7,-2.587122467
4,10,7,-2.736464398
4,11,7,-2.648300171
4,12,7,-3.059628402
4,13,7,-3.065625587
4,14,7,-2.83852455
4,15,7,-2.826324614
4,16,7,-2.854835457
4,17,7,-3.006300608
4,18,7,-2.80979744
4,19,7,-2.630169281
4,20,7,-2.953170369
4,21,7,-2.574812482
4,22,7,-3.194072374
4,23,7,-2.794650473
4,25,7,-3.461844741
4,28,7,-2.71358269
4,29,7,-3.197599879
4,34,7,-0.587788961
1,5,6,-0.396617005
1,10,6,-0.608399576
1,15,6,-0.918589173
1,16,6,-0.881159425
1,17,6,-1.069154377
1,25,6,-0.484733791
1,26,6,0.15237005
2,5,6,-0.821773586
2,6,6,-0.824462463
2,7,6,-1.116616128
2,8,6,-1.22920048
2,9,6,-1.31446866
2,10,6,-1.219126208
2,11,6,-1.305957757
2,12,6,-1.311816141
2,13,6,-1.319324686
2,14,6,-1.310838863
2,15,6,-1.407157147
2,16,6,-1.224561319
2,17,6,-1.574539788
2,18,6,-1.251710249
2,19,6,-1.214227005
2,20,6,-1.837586148
2,21,6,-0.003031075
2,22,6,-0.939384915
2,23,6,-1.862439452
2,24,6,-1.008220022
2,26,6,-1.691101004
2,29,6,-1.865400153
3,5,6,-1.702958137
3,6,6,-1.49898385
3,7,6,-1.515477327
3,8,6,-1.865815213
3,9,6,-2.018207458
3,10,6,-1.758254789
3,11,6,-1.783238819
3,12,6,-1.660780951
3,13,6,-2.00346946
3,14,6,-1.972341345
3,15,6,-2.027194963
3,16,6,-2.313603307
3,17,6,-1.732162527
3,18,6,-1.926686649
3,19,6,-2.3984618
3,21,6,-1.454213211
3,22,6,-2.912031527
3,24,6,-2.260763626
3,25,6,-2.360931266
3,26,6,-2.186798043
3,29,6,-2.668694399
3,30,6,-2.798669056
3,32,6,-2.670205926
4,5,6,-2.65115473
4,6,6,-2.038639865
4,7,6,-2.496387387
4,8,6,-2.943629196
4,9,6,-2.844021282
4,10,6,-2.614899292
4,11,6,-2.78557288
4,12,6,-2.568009182
4,13,6,-2.762830192
4,14,6,-3.368455863
4,15,6,-2.620360507
4,16,6,-2.608181094
4,17,6,-1.934147284
4,18,6,-2.189796518
4,19,6,-2.745191894
4,20,6,-3.217543397
4,21,6,-3.105887284
4,24,6,-2.722518991
4,29,6,-2.339039497
4,33,6,-1.806329865
1,8,5,-0.962060313
1,10,5,-0.690236452
1,12,5,-0.533447392
1,14,5,-0.860945744
1,15,5,-0.878316088
1,16,5,-0.984434419
1,25,5,-1.092449089
1,30,5,-1.5776324
2,6,5,-1.200808813
2,7,5,-1.126522877
2,8,5,-1.143011736
2,9,5,-1.294627111
2,10,5,-1.168201762
2,11,5,-1.053576357
2,12,5,-1.589607109
2,13,5,-1.457427767
2,14,5,-1.563498965
2,15,5,-1.426598677
2,16,5,-1.458615737
2,17,5,-1.963932918
2,18,5,-1.746190755
2,19,5,-1.560067908
2,20,5,-1.939458799
2,21,5,-1.560616558
2,22,5,-1.990100737
2,23,5,-2.198427918
2,24,5,-1.499742797
2,25,5,-1.621095427
2,27,5,-1.973479909
3,6,5,-1.835159174
3,7,5,-1.466476051
3,8,5,-1.6598841
3,9,5,-2.11730574
3,10,5,-1.785801846
3,11,5,-2.122924792
3,12,5,-2.457789668
3,13,5,-2.19031624
3,14,5,-2.139880863
3,15,5,-2.464999393
3,16,5,-2.183269582
3,17,5,-1.893144044
3,18,5,-1.34690046
3,19,5,-2.210496187
3,20,5,-2.424397089
3,21,5,-2.902456362
3,22,5,-2.794826556
3,23,5,-1.098455347
3,24,5,-2.908200548
3,25,5,-1.55269734
3,26,5,-0.221372602
4,6,5,-2.587148202
4,7,5,-2.572413141
4,8,5,-2.079934312
4,9,5,-3.037172793
4,10,5,-2.679092262
4,11,5,-2.802545842
4,12,5,-2.577824216
4,13,5,-3.102704902
4,14,5,-3.402780283
4,15,5,-2.882271623
4,16,5,-2.660031566
4,17,5,-2.844192957
4,18,5,-3.504160388
4,19,5,-2.634455636
4,20,5,-3.124394309
4,21,5,-3.23431897
4,22,5,-3.253420026
4,23,5,-2.621687667
4,24,5,-3.524573222
4,25,5,-2.716494523
4,26,5,-1.925589465
4,30,5,-2.316668555
4,31,5,-3.505423694
1,10,4,-0.744156776
1,13,4,-0.95289996
1,14,4,-0.892376099
1,15,4,-1.279745571
1,19,4,-1.259732629
1,20,4,-0.814985952
1,22,4,-1.141626606
1,23,4,-1.627501347
2,7,4,-1.143088805
2,8,4,-1.308892835
2,9,4,-1.117373839
2,10,4,-1.415878087
2,11,4,-0.869803965
2,12,4,-1.088393204
2,13,4,-1.77988949
2,14,4,-1.427862897
2,15,4,-1.636618549
2,16,4,-1.579324215
2,17,4,-1.123670503
2,18,4,-1.821161857
2,19,4,-1.558416619
2,20,4,-2.109059772
2,21,4,-1.314986903
2,22,4,-1.859267651
2,23,4,-2.261332441
2,26,4,-0.923011561
2,30,4,-2.237484087
2,31,4,-2.322905298
3,7,4,-1.745279394
3,8,4,-1.635667535
3,9,4,-1.596834453
3,10,4,-1.76147781
3,11,4,-2.261223338
3,12,4,-1.054854404
3,13,4,-2.326756813
3,14,4,-2.300171773
3,15,4,-2.141454219
3,16,4,-1.278115046
3,17,4,-1.978803494
3,18,4,-2.393927084
3,19,4,-1.560125427
3,20,4,-2.545016719
3,21,4,-2.810259997
3,22,4,-3.03545726
3,23,4,-2.931572507
3,24,4,-1.285754473
3,26,4,-2.238589274
3,28,4,-3.090184671
3,31,4,-2.37237966
4,7,4,-2.772269129
4,8,4,-2.171429452
4,9,4,-2.521267068
4,10,4,-2.355579798
4,11,4,-2.463976531
4,12,4,-2.720934568
4,13,4,-1.334206802
4,14,4,-3.550207945
4,15,4,-2.73528888
4,16,4,-2.880975271
4,17,4,-2.133306754
4,18,4,-3.506230573
4,19,4,-1.043995937
4,20,4,-3.17591345
4,22,4,-2.587387414
4,24,4,-2.378541845
4,26,4,-2.556916761
4,28,4,-3.343406538
4,30,4,-3.223357948
4,31,4,-3.348388293
1,10,3,-0.756424978
1,12,3,-0.863994958
1,13,3,-0.907787376
1,14,3,-1.403840024
1,17,3,-1.319154014
1,18,3,0.119278551
1,19,3,-1.294446852
2,8,3,-1.345457531
2,9,3,-1.34595214
2,10,3,-1.307160625
2,11,3,-1.498323499
2,12,3,-1.522930105
2,13,3,-1.845143766
2,14,3,-2.09242845
2,15,3,-1.197972757
2,16,3,-1.813934987
2,17,3,-1.337885564
2,18,3,-1.051598292
2,19,3,-1.58468072
2,20,3,-2.257255015
2,23,3,-1.983711973
2,27,3,-1.581433494
3,8,3,-2.037476449
3,9,3,-1.589808728
3,10,3,-1.896008612
3,11,3,-2.222291754
3,12,3,-1.842028358
3,13,3,-2.134675237
3,14,3,-2.20940762
3,15,3,-2.159329178
3,16,3,-2.291517677
3,17,3,-2.236602843
3,18,3,-1.820546176
3,23,3,-2.969823659
3,24,3,-2.866803739
3,25,3,-2.863965745
3,27,3,-1.74200019
3,31,3,-1.912663765
4,8,3,-2.439116646
4,9,3,-2.617518123
4,10,3,-2.226927937
4,11,3,-3.39936577
4,13,3,-3.450580018
4,14,3,-2.001407312
4,15,3,-3.330131859
4,16,3,-2.889322054
4,17,3,-2.004434264
4,18,3,-2.277736037
4,19,3,-3.535515234
4,21,3,-3.586697671
4,27,3,-1.348997668
4,30,3,-2.447125113
4,31,3,-2.384200515
1,10,2,-0.825946827
1,11,2,-0.892994483
1,12,2,-1.261080623
1,13,2,-0.637600354
1,14,2,-1.01526636
1,15,2,-1.127442878
1,16,2,-0.959683828
1,17,2,-1.500752886
1,33,2,-1.866250212
2,9,2,-1.444420446
2,10,2,-1.267945355
2,11,2,-1.105224009
2,12,2,-1.711278208
2,13,2,-1.780584401
2,14,2,-1.421744116
2,15,2,-1.580791495
2,16,2,-1.081660817
2,17,2,-1.361256363
2,18,2,-1.567386778
2,20,2,-1.996882807
2,24,2,-2.470674404
2,28,2,-2.063888288
2,33,2,-1.566023305
3,9,2,-1.923226637
3,10,2,-1.591489582
3,11,2,-2.151060047
3,12,2,-2.116132189
3,13,2,-1.395906405
3,14,2,-1.427705384
3,15,2,-2.055139506
3,16,2,-2.10108489
3,17,2,-2.525019951
3,18,2,-2.646214599
3,19,2,-2.619756437
3,21,2,-1.582929269
3,28,2,-2.732192236
3,32,2,-2.574735689
4,9,2,-2.819395564
4,10,2,-2.55504265
4,11,2,-2.08703107
4,12,2,-2.455953749
4,13,2,-3.05269628
4,14,2,-1.949668375
4,15,2,-3.014403575
4,16,2,-2.745538794
4,17,2,-2.260155383
4,18,2,-3.074480113
4,19,2,-2.845790933
4,20,2,-3.629237545
4,21,2,-2.96840706
4,23,2,-3.044825557
4,25,2,-3.681727741
4,28,2,-2.835492575
4,29,2,-1.213420238
4,30,2,-3.735969235
4,34,2,-3.521289304
4,40,2,-3.836487804
1,10,1,-0.906324503
1,11,1,-1.062188819
1,17,1,-1.019318871
2,10,1,-1.397199348
2,11,1,-1.48126084
2,12,1,-1.707398065
2,13,1,-1.860914303
2,14,1,-1.100805779
2,15,1,-2.156020255
2,17,1,-1.80487487
2,18,1,-1.735385534
2,20,1,-2.236962013
2,21,1,-2.064688805
2,23,1,-0.833384947
2,24,1,-2.443431558
2,29,1,-1.972957999
3,10,1,-1.953139788
3,11,1,-2.534712278
3,12,1,-2.097588041
3,13,1,-2.59046665
3,14,1,-1.507043378
3,15,1,-2.620594844
3,17,1,-2.405113593
3,18,1,-2.393415255
3,19,1,-3.098194852
3,21,1,-3.074790329
3,22,1,-2.751488487
3,23,1,-2.061833827
3,29,1,-1.931489214
4,10,1,-1.976734088
4,11,1,-2.668189248
4,12,1,-2.878840503
4,13,1,-2.629573051
4,14,1,-2.301212216
4,15,1,-3.531485568
4,16,1,-3.393877093
4,17,1,-3.240041116
4,18,1,-2.888906327
4,19,1,-1.055483336
4,20,1,-3.569904269
4,22,1,-3.024499496
4,23,1,-1.229756335
4,24,1,-2.952288242
4,29,1,-1.98355714
4,34,1,-3.790880045
